Title,Authors,Year,Journal,Language,CitedByCount,Affiliation,Predicted Subject Area
AN AWARENESS /CHALLENGES ON CONGENITAL HEART DISEASE,Shrivastav S.,2021,Pharmacologyonline,Unknown Language,0,Shree Guru Gobind Singh Tricentenary University,MEDI
CfDNA INTEGRITY INDEX AND RCC,Pereta L.,2021,Pharmacologyonline,Unknown Language,0,National Academy of Medical Sciences of Ukraine,"BUSI, ECON"
STUDY OF MEMBRANE-STABILIZING AND ANTI-INFLAMMATORY ACTIVITY OF TINCTURE FROM HERBA BIDENS TRIPARTITA L.,Tetiana O.,2021,Pharmacologyonline,Unknown Language,1,National University of Pharmacy,"BIOC, AGRI"
FEATURES OF THE FORMATION OF REPRODUCTIVE FUNCTION IN GIRLS WITH CHRONIC DIFFUSE LIVER DISEASES AND CORRECTION OF ITS DISORDERS,Chaykivska E.F.,2021,Pharmacologyonline,Unknown Language,0,Danylo Halytsky Lviv National Medical University,MEDI
Fraternities as Settings for Sexual Assault: The Relationships of Traditional Masculine Norms Climates and Sexual Assault Attitudes,McCready A.M.,2021,Psychology of Men and Masculinity,Unknown Language,11,University of Connecticut,PSYC
Educational Desires and Resilience Among Black Male Students at a Hispanic-Serving Institution,Brooms D.R.,2021,Journal of Diversity in Higher Education,Unknown Language,3,"The University of Tennessee, Knoxville",SOCI
PECULIARITIES OF HLA ANTIGENS INHERITANCE OF THE MAIN HISTOCOMPATIBILITY COMPLEX IN WOMEN AND MEN,Fedonyuk L.Y.,2021,Pharmacologyonline,Unknown Language,2,I. Horbachevsky Ternopil National Medical University,"BIOC, MEDI"
DUCHENNE MUSCULAR DYSTROPHY: TREATMENT WITH FETAL PROGENITOR CELL TRANSPLANT,Duzhar V.M.,2021,Pharmacologyonline,Unknown Language,0,State Enterprise «Ukrainian Scientific Research Institute of Transport Medicine»,MEDI
Mucormycosis: A Double Threat to COVID-19 Patients,Dulta K.,2021,Pharmacologyonline,Unknown Language,0,Shoolini University,MEDI
FEATURES OF SIDE EFFECTS OF SULFAMETHOXAZOLE / TRIMETHOPRIM COMBINED PHARMACOTHERAPY,Shtroblya L.,2021,Pharmacologyonline,Unknown Language,0,Uzhhorod National University,PHAR
STUDY OF THE INFLUENCE OF QUALITATIVE FACTORS ON THE PHARMACO-TECHNOLOGICAL PARAMETERS OF GRANULAR MASSES WITH PLANT EXTRACT HAVING EXPECTORANT PROPERTIES,Budniak L.,2021,Pharmacologyonline,Unknown Language,3,I. Horbachevsky Ternopil National Medical University,"AGRI, ENGI"
The Relationship Between Drinking and Smoking in a Clinical Trial for Smoking Cessation and Drinking Reduction,Green R.J.,2021,Experimental and Clinical Psychopharmacology,Unknown Language,0,"University of California, Los Angeles",MEDI
"Parental Perceived Immigration Threat and Children’s Mental Health, Self-Regulation and Executive Functioning in Pre-Kindergarten",Barajas-Gonzalez R.G.,2021,American Journal of Orthopsychiatry,Unknown Language,14,NYU Grossman School of Medicine,MEDI
ARGININE GLUTAMATE ˗ DAILY DEPENDENCE OF HEPATOPROTECTIVE ACTIVITY,Kalko K.O.,2021,Pharmacologyonline,Unknown Language,0,National University of Pharmacy,"AGRI, MEDI"
MEDICINAL PROVISION AND AVAILABILITY OF DENTAL CARE IN STATE ESTABLISHMENTS OF UKRAINE,Chopchyk V.D.,2021,Pharmacologyonline,Unknown Language,0,Bogomolets National Medical University,MEDI
CONTRIBUTION TO THE PHYTOMEDICINAL STUDY OF THE SOLID AND AQUEOUS EXTRACT OF Anthurium schlechtendalii KUNTH ROOT AGAINST LIVER DAMAGE IN A RAT MODEL,Barradas-Dermitz D.M.,2021,Pharmacologyonline,Unknown Language,2,Instituto Tecnológico de Veracruz,MEDI
NUTRACEUTICAL FUNCTIONS OF GREEN TEA,Bonomo M.G.,2021,Pharmacologyonline,Unknown Language,2,Università degli Studi della Basilicata; Spinoff TNcKILLERS,ENVI
"Faking at Work, Struggling to Be Healthy at Home: A Model of Surface Acting and Its Relation With Unhealthy Eating and Physical Activity",Headrick L.,2021,Journal of Occupational Health Psychology,Unknown Language,3,San Jose State University,"MEDI, PSYC"
French Adaptation of the Job Crafting Scale: The Job Demands-Resources Perspective,Ravelonarivo M.,2021,Canadian Journal of Behavioural Science,Unknown Language,0,Université Lumière Lyon 2,"NEUR, AGRI"
"Puberty, Depressive Symptoms, and Neighborhood Context Among African American and Caribbean Black Males",Seaton E.K.,2021,Cultural Diversity and Ethnic Minority Psychology,Unknown Language,2,Arizona State University,"MEDI, PSYC, SOCI"
The Importance of Research About Research on Culture: A Call for Meta-research on Culture,Causadias J.M.,2021,Cultural Diversity and Ethnic Minority Psychology,Unknown Language,6,Arizona State University,"PSYC, SOCI"
Embracing My Jihad: An Intersectional Approach to Understanding Muslim Filipino Women Activists’ Construction of the Self as Agents of Change,Syliongtay A.L.N.,2021,Peace and Conflict,Unknown Language,1,Ateneo de Manila University,"ECON, ENGI, SOCI"
ENDOGENOUS INTOXICATION IN SIMULATED EXPERIMENTAL FECAL PERITONITIS,Dzyubanovsky I.Y.,2021,Pharmacologyonline,Unknown Language,0,I. Horbachevsky Ternopil National Medical University,"DENT, BIOC"
TYPES OF OFF-LABLE DRUG USE AND INFORMED CONSENT DOCTRINE WHEN PRESCRIBING THEM,Drogovoz S.M.,2021,Pharmacologyonline,Unknown Language,0,National University of Pharmacy,"BUSI, SOCI"
"Daily Associations Between Affect, Drinking Motives, and Drinking Intensity Among U.S. Young Adults",Stevenson B.L.,2021,Psychology of Addictive Behaviors,Unknown Language,5,University of Minnesota Twin Cities,PSYC
Relative Effectiveness of General Versus Specific Cognitive Training for Aging Adults,Gray N.,2021,Psychology and Aging,Unknown Language,8,Florida State University,"BIOC, MEDI, PSYC"
Three-Year Follow-Up of Suicide Prevention-Focused Group Therapy for Veterans,O’Connor S.S.,2021,Psychological Services,Unknown Language,1,University of Louisville School of Medicine,MEDI
PREVENTION OF FORMALIN-INDUCED NOCICEPTIVE BEHAVIORS CAUSED BY PPAR-GAMMA ACTIVATION STRENGTHENED WITH CEREBELLAR TRANSCRANIAL DIRECT CURRENT STIMULATION,Poshyvak O.B.,2021,Pharmacologyonline,Unknown Language,0,Danylo Halytsky Lviv National Medical University,"MATE, MEDI"
THE STUDY OF THE MECHANISM AND POSSIBLE CORRECTION OF NANOCHROMIUM CITRATE TOXIC ACTION ADMINISTERING THIOTRIAZOLINE AS AN ANTIOXIDANT DRUG,Kateryna S.,2021,Pharmacologyonline,Unknown Language,0,Bukovinian State Medical University,"AGRI, PHAR"
INVESTIGATION OF FATTY ACID COMPOSITION OF DEVIL’S CLAW ROOTS,Kriukova A.I.,2021,Pharmacologyonline,Unknown Language,0,National University of Pharmacy,ENVI
INFLUENCE OF SESAME OIL ON IMMUNOGENESIS AND HEMOPOIESIS IN IMURAN INDUCED IMMUNODEFICIENCY,Musaeva N.A.,2021,Pharmacologyonline,Unknown Language,5,Tashkent Pharmaceutical Institute; State Center for Expertise and Standardization of Medicines,"BIOC, MEDI"
STUDY OF THE RANGE OF THE PHARMACEUTICAL MARKET OF UKRAINE MEDICINES FOR THE TREATMENT OF SEBOREA DERMATITIS OF THE SCALP,Konovalenko I.S.,2021,Pharmacologyonline,Unknown Language,0,National University of Pharmacy,"MEDI, PHAR"
"EFFICACY OF DRUG THERAPY, SCLEROTHERAPY AND ENDOVENOUS LASER COAGULATION IN THE TREATMENT OF COMORBID CHRONIC HAEMORRHOIDS AND VARICOSE VEINS",Yudin O.I.,2021,Pharmacologyonline,Unknown Language,0,Donetsk National Medical University,MEDI
COMPARATIVE ANALYSIS OF CONSUMER CHARACTERISTICS OF VALSARTAN-CONTAINING PHARMACEUTICAL PRODUCTS IN TERMS OF ASYMMETRIC INFORMATION,Unhurian L.,2021,Pharmacologyonline,Unknown Language,1,Odessa National Medical University,"BUSI, PHAR"
A Multicomponent Positive Psychology Group Intervention for People With Severe Psychiatric Conditions; a Randomized Clinical Trial,Valiente C.,2021,Psychiatric Rehabilitation Journal,Unknown Language,3,Universidad Complutense de Madrid,"MEDI, PSYC"
"Indonesian freshwater bivalves: a meta-analysis of endemicity, ecoregion distributions, and conservation status",Sahidin A.,2021,AACL Bioflux,Unknown Language,10,Universitas Padjadjaran; Mie University,"AGRI, ENVI, MEDI"
Harassment and Its Association With Depressive Symptoms and Suicidal Behavior: The Role of Perceived Stigma and Nondisclosure,Thomas S.,2021,Psychological Services,Unknown Language,3,Technische Universität Dresden,"MEDI, NEUR"
Rural Psychology and the COVID-19 Pandemic: Highlighting Strengths and Future Directions,Goodwin S.L.,2021,Canadian Psychology,Unknown Language,5,Dalhousie University,PSYC
Toward a Theory of Maldaimonia,Waterman A.S.,2021,Journal of Theoretical and Philosophical Psychology,Unknown Language,4,The College of New Jersey,PSYC
Drug Discovery in the New World,Jaber S.A.,2021,Pharmacologyonline,Unknown Language,0,"Middle East University, Jordan","NURS, AGRI"
THE VERSATILITY OF CARBOXYTHERAPY IN PATHOGENIC THERAPY,Svitlana D.,2021,Pharmacologyonline,Unknown Language,1,National University of Pharmacy,MEDI
THE EFFECT OF A COMPLEX PHARMACEUTICAL COMPOSITION AT LIPID METABOLISM AND LIVER STATUS OF RATS UNDER CONDITIONS OF EXPERIMENTAL METABOLIC SYNDROME,Mishchenko O.Y.,2021,Pharmacologyonline,Unknown Language,0,National University of Pharmacy,"MEDI, PHAR"
External Validity of Analogue Sexual Risk Laboratory Data,Simons J.S.,2021,Experimental and Clinical Psychopharmacology,Unknown Language,1,University of South Dakota,MEDI
The Ups and Downs of the Week: A Person-Centered Approach to the Relationship Between Time Pressure Trajectories and Well-Being,Mühlenmeier M.,2021,Journal of Occupational Health Psychology,Unknown Language,7,Psychologische Hochschule Berlin (PHB),"MEDI, PSYC"
"Psychotherapy Motivation in Refugees: The Role of Alexithymia, Stigmatization, Self-Esteem, and Psychotherapy Expectations",Schlechter P.,2021,"Psychological Trauma: Theory, Research, Practice, and Policy",Unknown Language,10,University of Münster,MEDI
Deliberate Errors Promote Meaningful Learning,Wong S.S.H.,2021,Journal of Educational Psychology,Unknown Language,10,National University of Singapore,"BUSI, PSYC, SOCI"
"IRAQI PRIMARY CARE PHYSICIAN’S KNOWLEDGE, ATTITUDES, AND PRACTICES (KAP) TOWARD ANTICOAGULANT THERAPY IN NONVALVULAR ATRIAL FIBRILLATION PATIENTS: A CROSS-SECTIONAL STUDY",Alassi A.,2021,Pharmacologyonline,Unknown Language,0,Al-Zaytoonah University of Jordan,MEDI
Exploring How Positive and Negative Social Exchanges Relate to Posttraumatic Stress Disorder Severity Among Previously Deployed Men Service Members/Veterans,Blais R.K.,2021,"Psychological Trauma: Theory, Research, Practice, and Policy",Unknown Language,3,Utah State University,"MEDI, SOCI"
Promoting Understanding of Measurement and Statistical Investigation Among Second-Grade Students With Mathematics Difficulties,Doabler C.T.,2021,Journal of Educational Psychology,Unknown Language,4,The University of Texas at Austin,"MATH, PSYC, SOCI"
Submerging stress response mechanism of 4 local herbaceous plants in the water-level-fluctuating zone of the Wanzhou section of the Three Gorges Reservoir Area,Zhong Y.,2021,Science of Soil and Water Conservation,Unknown Language,1,Chongqing Three Gorges University,"AGRI, ENVI"
Approximation by trigonometric polynomials in the variable exponent weighted Morrey spaces,Cakir Z.,2021,Carpathian Mathematical Publications,Unknown Language,1,Ankara Üniversitesi,MATH
Molecular differences between stable idiopathic pulmonary fibrosis and its acute exacerbation,Kang J.,2021,Frontiers in Bioscience - Landmark,Unknown Language,2,Pusan National University,"BIOC, MEDI"
Recovery of continuous functions of two variables from their Fourier coefficients known with error,Pozharskyi A.A.,2021,Carpathian Mathematical Publications,Unknown Language,0,"National Academy of Sciences in Ukraine, Institute of Mathematics",MATH
Leiomyosarcoma in adrenal gland,Dymek P.,2021,Endokrynologia Polska,Unknown Language,0,Pomeranian Medical University in Szczecin,"NEUR, MEDI"
Causes and psychological impact of gynecomastia in boys and adolescents,Todorova Z.P.,2021,Endokrynologia Polska,Unknown Language,4,Medical University of Sofia,"SOCI, PSYC"
Temporal stability of soil moisture of Amygdalus pedunculate woodland in Mu Us sandy land,Zhao X.,2021,Science of Soil and Water Conservation,Unknown Language,3,Liaocheng University,"AGRI, ENVI"
Hepatoprotective effect of genistein against dimethylnitrosamine-induced liver fibrosis in rats by regulating macrophage functional properties and inhibiting the JAK2/STAT3/SOCS3 signaling pathway,Xu Y.,2021,Frontiers in Bioscience - Landmark,Unknown Language,19,Shuguang Hospital affiliated to Shanghai University of Traditional Chinese Medicine; Shanghai University of Traditional Chinese Medicine,BIOC
Determination of canopy leaf area index of maize based on smart phone,Yin X.,2021,Science of Soil and Water Conservation,Unknown Language,2,Guizhou University,ENVI
Differential associations of statin treatment and polymorphism in genes coding for HMGCR and PCSK9 to risk for insomnia,Alsehli A.M.,2021,Frontiers in Bioscience - Landmark,Unknown Language,1,Faculty of Medicine; Biomedicinskt centrum,"BIOC, MEDI"
ARID1A-mutated cervical cancer depends on the activation of YAP signaling,Gao F.,2021,Frontiers in Bioscience - Landmark,Unknown Language,1,Second Affiliated Hospital of Harbin Medical University,"BIOC, IMMU, MEDI"
Heterogeneity in susceptibility to hydroxychloroquine of SARS-CoV-2 isolates,Boschi C.,2021,Frontiers in Bioscience - Landmark,Unknown Language,1,Aix Marseille Université,"BIOC, IMMU"
Puerarin—an isoflavone with beneficial effects on bone health,Kulczyński B.,2021,Frontiers in Bioscience - Landmark,Unknown Language,21,Uniwersytet Przyrodniczy w Poznaniu,"BIOC, IMMU, MEDI"
Simulation of structural and electrical parameters of СdS thin films,Chernikova O.M.,2021,Physics and Chemistry of Solid State,Unknown Language,0,Kryvyi Rih National University,"CHEM, MATE, PHYS"
Incorporating structural features to improve the prediction and understanding of pathogenic amino acid substitutions,Xiong Y.,2021,Frontiers in Bioscience - Landmark,Unknown Language,0,Peking University; Northwest Women's and Children's Hospital,BIOC
Thyroglobulin measurements in washouts of fine-needle aspiration biopsy in the monitoring of patients with differentiated thyroid carcinoma,Bakuła-Zalewska E.,2021,Endokrynologia Polska,Unknown Language,3,Maria Sklodowska-Curie National Research Institute of Oncology,MEDI
"Zn-doped CoFe2O4 Nanoparticles Synthesized Using Ginkgo Biloba Extract: Cation Distribution, Mossbauer Studies and Application for Water Treatment",Liaskovska M.,2021,Physics and Chemistry of Solid State,Unknown Language,4,Ivano-Frankivsk National Medical University; Vasyl Stefanyk Precarpathian National University,"CHEM, ENVI, MATE, PHYS"
"Tecnologia, Saneamento Rural e Sustentabilidade: Esgotamento Sanitário no Programa Moradia",Sacho S.D.,2021,Fronteiras,Unknown Language,0,Universidade Federal de Goiás,"AGRI, ENVI"
Estrous cycle phase affects myocardial infarction through reactive oxygen species and nitric oxide,Ramírez-Hernández D.,2021,Frontiers in Bioscience - Landmark,Unknown Language,2,Facultad de Estudios Superiores Cuautitlán; Instituto Politécnico Nacional,BIOC
Phospho-Smad3 signaling is predictive biomarker for hepatocellular carcinoma risk assessment in primary biliary cholangitis patients,Nakamura N.,2021,Frontiers in Bioscience - Landmark,Unknown Language,1,Kansai Medical University,"BIOC, MEDI"
"Non-linear associations of body mass index with impaired fasting glucose, β-cell dysfunction, and insulin resistance in nondiabetic Chinese individuals: a cross-sectional study",Chen M.,2021,Endokrynologia Polska,Unknown Language,2,"Fu xing Hospital, Capital Medical University; Beijing Chao-Yang Hospital, Capital Medical University","BIOC, MEDI"
"Amino acids in nutrition, health, and disease",Wu G.,2021,Frontiers in Bioscience - Landmark,Unknown Language,16,Texas A&amp;M University,"BIOC, CHEM, MEDI"
Orbital decompression for thyroid eye disease: surgical treatment outcomes in endocrinological assessment,Jurek-Matusiak O.,2021,Endokrynologia Polska,Unknown Language,3,Medical University of Warsaw,MEDI
Abusive Supervision and Its Impact on Knowledge Hiding Behavior Among Sales Force,Gul R.F.,2021,Frontiers in Psychology,Unknown Language,24,North China Electric Power University,PSYC
New ideas of androgen deprivation therapy for prostate cancer: New progress in clinical research of testosterone maximum control,Bian X.,2021,China Oncology,Unknown Language,0,Fudan University Shanghai Cancer Center,MEDI
